image,id,type,passed_checks,failed_checks
evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg,evctmap-641_jpg.rf.6895a6145b74389546e249ae27733074.jpg_FIREEXTINGUISHER_46,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg,evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg_EXIT_112,EXIT,,Exit OCR MISSING
,evctmap-643_jpg.rf.fcc771821a5e35b9bd02f8c6a8b95d4a.jpg,unknown,,
evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg,evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg_EXIT_113,EXIT,,Exit OCR MISSING
,evctmap-683_jpg.rf.f544c077e361373da32374b9486ac71d.jpg,unknown,,
evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg,evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg_FIREEXTINGUISHER_47,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmap-9_jpg.rf.ca2538e7d97e772eca459310d3abeaae.jpg,unknown,,
evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg,evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg_EXIT_114,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan110_jpg.rf.5ef9fee218634a9744244d5054effc81.jpg,unknown,,
evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg_FIREEXTINGUISHER_48,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,unknown,,
evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg,evctmappevacuation-floor-plan22_jpg.rf.3aba50b5ff0d0013ef977bedb6069d7f.jpg_FIREEXTINGUISHER_49,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg,evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg_FIREEXTINGUISHER_50,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan270_jpg.rf.6446a44c1e5b0f6f90a3d789b1ebcbfa.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg,evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg_FIREEXTINGUISHER_51,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.2f5e59f46f4ad53f0d5785a32fa28bc3.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg,evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg_FIREEXTINGUISHER_52,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.a82d11b7e41e55e512d6d1310218db36.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg_FIREEXTINGUISHER_53,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,unknown,,
evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg,evctmappevacuation-floor-plan336_jpg.rf.c2bce66c0a0162b3b48c826f7fb63042.jpg_FIREEXTINGUISHER_54,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg_FIREEXTINGUISHER_55,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,unknown,,
evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg,evctmappevacuation-floor-plan345_jpg.rf.22238b334ca8908a366986f0c2652dd7.jpg_FIREEXTINGUISHER_56,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg,evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg_FIREEXTINGUISHER_57,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan345_jpg.rf.5b6e6bba6143fd1f4dc4f6da4c5cb727.jpg,unknown,,
evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg,evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg_FIREEXTINGUISHER_58,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan345_jpg.rf.f4b12bcabad18ef493311c8c31614622.jpg,unknown,,
evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg,evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg_EXIT_115,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan397_jpg.rf.15c11a63abce739da4675cd43f3c8241.jpg,unknown,,
evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg,evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg_EXIT_116,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan397_jpg.rf.6772ab0a86eb41dbff44b7b6872a50b6.jpg,unknown,,
evctmappevacuation-floor-plan474_jpg.rf.a4635bd70339f910e4bd951fe0829f90.jpg,evctmappevacuation-floor-plan474_jpg.rf.a4635bd70339f910e4bd951fe0829f90.jpg_EXIT_117,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan474_jpg.rf.a4635bd70339f910e4bd951fe0829f90.jpg,unknown,,
evctmappevacuation-floor-plan474_jpg.rf.d78f8f7536fae1287a9bd33d6d749c0c.jpg,evctmappevacuation-floor-plan474_jpg.rf.d78f8f7536fae1287a9bd33d6d749c0c.jpg_EXIT_118,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan474_jpg.rf.d78f8f7536fae1287a9bd33d6d749c0c.jpg,unknown,,
evctmappevacuation-floor-plan500_jpg.rf.7be3f8068405fe2dcb5215baa1ac09aa.jpg,evctmappevacuation-floor-plan500_jpg.rf.7be3f8068405fe2dcb5215baa1ac09aa.jpg_FIREEXTINGUISHER_59,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan500_jpg.rf.7be3f8068405fe2dcb5215baa1ac09aa.jpg,unknown,,
evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg_FIREEXTINGUISHER_60,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,unknown,,
evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg_FIREEXTINGUISHER_61,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg_FIREEXTINGUISHER_62,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg_EXIT_119,EXIT,,Exit OCR MISSING
evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg,evctmappevacuation-floor-plan502_jpg.rf.8e5c503fe0217472329c60b1732b108b.jpg_FIREEXTINGUISHER_63,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
evctmappevacuation-floor-plan502_jpg.rf.9cd83a131ab55baf58e4c857cdb8c62c.jpg,evctmappevacuation-floor-plan502_jpg.rf.9cd83a131ab55baf58e4c857cdb8c62c.jpg_EXIT_120,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan502_jpg.rf.9cd83a131ab55baf58e4c857cdb8c62c.jpg,unknown,,
evctmappevacuation-floor-plan51_jpg.rf.dfbab3d2fb166d0e1982aa561141bfcb.jpg,evctmappevacuation-floor-plan51_jpg.rf.dfbab3d2fb166d0e1982aa561141bfcb.jpg_EXIT_121,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan51_jpg.rf.dfbab3d2fb166d0e1982aa561141bfcb.jpg,unknown,,
evctmappevacuation-floor-plan558_jpg.rf.4eaac485477f64d5e035d2101c1eb792.jpg,evctmappevacuation-floor-plan558_jpg.rf.4eaac485477f64d5e035d2101c1eb792.jpg_FIREEXTINGUISHER_64,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan558_jpg.rf.4eaac485477f64d5e035d2101c1eb792.jpg,unknown,,
evctmappevacuation-floor-plan610_jpg.rf.44fb697ba918f002035765d99354e582.jpg,evctmappevacuation-floor-plan610_jpg.rf.44fb697ba918f002035765d99354e582.jpg_FIREEXTINGUISHER_65,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan610_jpg.rf.44fb697ba918f002035765d99354e582.jpg,unknown,,
evctmappevacuation-floor-plan610_jpg.rf.44fb697ba918f002035765d99354e582.jpg,evctmappevacuation-floor-plan610_jpg.rf.44fb697ba918f002035765d99354e582.jpg_FIREEXTINGUISHER_66,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmappevacuation-floor-plan615_jpg.rf.573869ab419318a0ccb29c952cbe1cf8.jpg,evctmappevacuation-floor-plan615_jpg.rf.573869ab419318a0ccb29c952cbe1cf8.jpg_EXIT_122,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan615_jpg.rf.573869ab419318a0ccb29c952cbe1cf8.jpg,unknown,,
evctmappevacuation-floor-plan615_jpg.rf.b5f242649717a479789d2245b0f987d2.jpg,evctmappevacuation-floor-plan615_jpg.rf.b5f242649717a479789d2245b0f987d2.jpg_FIREEXTINGUISHER_67,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan615_jpg.rf.b5f242649717a479789d2245b0f987d2.jpg,unknown,,
evctmappevacuation-floor-plan640_jpg.rf.b76eb0e1308c50e4e63e3e8d98387a72.jpg,evctmappevacuation-floor-plan640_jpg.rf.b76eb0e1308c50e4e63e3e8d98387a72.jpg_FIREEXTINGUISHER_68,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan640_jpg.rf.b76eb0e1308c50e4e63e3e8d98387a72.jpg,unknown,,
evctmappevacuation-floor-plan643_jpg.rf.e5fbd50175089c0b52993f47af73356e.jpg,evctmappevacuation-floor-plan643_jpg.rf.e5fbd50175089c0b52993f47af73356e.jpg_EXIT_123,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan643_jpg.rf.e5fbd50175089c0b52993f47af73356e.jpg,unknown,,
evctmappevacuation-floor-plan683_jpg.rf.7d5142630961f88a236f0512767fa94e.jpg,evctmappevacuation-floor-plan683_jpg.rf.7d5142630961f88a236f0512767fa94e.jpg_FIREEXTINGUISHER_69,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmappevacuation-floor-plan683_jpg.rf.7d5142630961f88a236f0512767fa94e.jpg,unknown,,
evctmappevacuation-floor-plan686_jpg.rf.3b74d1397ee7c3152bf40ab8e3ef11b4.jpg,evctmappevacuation-floor-plan686_jpg.rf.3b74d1397ee7c3152bf40ab8e3ef11b4.jpg_EXIT_124,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan686_jpg.rf.3b74d1397ee7c3152bf40ab8e3ef11b4.jpg,unknown,,
evctmappevacuation-floor-plan686_jpg.rf.c7f0ba82b482daf2391ab494baa09588.jpg,evctmappevacuation-floor-plan686_jpg.rf.c7f0ba82b482daf2391ab494baa09588.jpg_FIREEXTINGUISHER_70,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmappevacuation-floor-plan686_jpg.rf.c7f0ba82b482daf2391ab494baa09588.jpg,unknown,,
evctmappevacuation-floor-plan686_jpg.rf.c7f0ba82b482daf2391ab494baa09588.jpg,evctmappevacuation-floor-plan686_jpg.rf.c7f0ba82b482daf2391ab494baa09588.jpg_EXIT_125,EXIT,,Exit OCR MISSING
evctmappevacuation-floor-plan686_jpg.rf.d4c1d8949d942b20aff1f3a22900835b.jpg,evctmappevacuation-floor-plan686_jpg.rf.d4c1d8949d942b20aff1f3a22900835b.jpg_EXIT_126,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan686_jpg.rf.d4c1d8949d942b20aff1f3a22900835b.jpg,unknown,,
evctmappevacuation-floor-plan6_jpg.rf.0a6ac2012bc60acb0c7915f8e508e0b4.jpg,evctmappevacuation-floor-plan6_jpg.rf.0a6ac2012bc60acb0c7915f8e508e0b4.jpg_EXIT_127,EXIT,,Exit OCR MISSING
,evctmappevacuation-floor-plan6_jpg.rf.0a6ac2012bc60acb0c7915f8e508e0b4.jpg,unknown,,
evctmappevacuation-floor-plan6_jpg.rf.0a6ac2012bc60acb0c7915f8e508e0b4.jpg,evctmappevacuation-floor-plan6_jpg.rf.0a6ac2012bc60acb0c7915f8e508e0b4.jpg_FIREEXTINGUISHER_71,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmapppevacuation-diagram132_jpg.rf.7691774454a9317560278bab6f98d3ed.jpg,evctmapppevacuation-diagram132_jpg.rf.7691774454a9317560278bab6f98d3ed.jpg_EXIT_128,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram132_jpg.rf.7691774454a9317560278bab6f98d3ed.jpg,unknown,,
evctmapppevacuation-diagram132_jpg.rf.997f3d4c1e235f32292e386109aff797.jpg,evctmapppevacuation-diagram132_jpg.rf.997f3d4c1e235f32292e386109aff797.jpg_EXIT_129,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram132_jpg.rf.997f3d4c1e235f32292e386109aff797.jpg,unknown,,
evctmapppevacuation-diagram210_jpg.rf.56c7ff3f5b4dec0b48a786b039047b2f.jpg,evctmapppevacuation-diagram210_jpg.rf.56c7ff3f5b4dec0b48a786b039047b2f.jpg_FIREEXTINGUISHER_72,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram210_jpg.rf.56c7ff3f5b4dec0b48a786b039047b2f.jpg,unknown,,
evctmapppevacuation-diagram310_jpg.rf.0046d577779c4ac33869fffebfb7da99.jpg,evctmapppevacuation-diagram310_jpg.rf.0046d577779c4ac33869fffebfb7da99.jpg_FIREEXTINGUISHER_73,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram310_jpg.rf.0046d577779c4ac33869fffebfb7da99.jpg,unknown,,
evctmapppevacuation-diagram356_jpg.rf.cfbe43beec5190de0aec2304a119c9a4.jpg,evctmapppevacuation-diagram356_jpg.rf.cfbe43beec5190de0aec2304a119c9a4.jpg_EXIT_130,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram356_jpg.rf.cfbe43beec5190de0aec2304a119c9a4.jpg,unknown,,
evctmapppevacuation-diagram362_jpg.rf.454bad1f958adc3c2e4ab281ac24812b.jpg,evctmapppevacuation-diagram362_jpg.rf.454bad1f958adc3c2e4ab281ac24812b.jpg_FIREEXTINGUISHER_74,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram362_jpg.rf.454bad1f958adc3c2e4ab281ac24812b.jpg,unknown,,
evctmapppevacuation-diagram373_jpg.rf.9fb08b6ca2da709f0122d38d101e9da4.jpg,evctmapppevacuation-diagram373_jpg.rf.9fb08b6ca2da709f0122d38d101e9da4.jpg_EXIT_131,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram373_jpg.rf.9fb08b6ca2da709f0122d38d101e9da4.jpg,unknown,,
evctmapppevacuation-diagram389_jpg.rf.68a41a587c8857f148980ff7df90458c.jpg,evctmapppevacuation-diagram389_jpg.rf.68a41a587c8857f148980ff7df90458c.jpg_FIREEXTINGUISHER_75,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram389_jpg.rf.68a41a587c8857f148980ff7df90458c.jpg,unknown,,
evctmapppevacuation-diagram389_jpg.rf.ac8e536a5f5d28a8e508de5e3b120778.jpg,evctmapppevacuation-diagram389_jpg.rf.ac8e536a5f5d28a8e508de5e3b120778.jpg_FIREEXTINGUISHER_76,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram389_jpg.rf.ac8e536a5f5d28a8e508de5e3b120778.jpg,unknown,,
evctmapppevacuation-diagram412_jpg.rf.43afa981d829d1e067666236ad25fbcb.jpg,evctmapppevacuation-diagram412_jpg.rf.43afa981d829d1e067666236ad25fbcb.jpg_FIREEXTINGUISHER_77,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram412_jpg.rf.43afa981d829d1e067666236ad25fbcb.jpg,unknown,,
evctmapppevacuation-diagram416_jpg.rf.864c97b3337b787b56a80d66c0a8a4a2.jpg,evctmapppevacuation-diagram416_jpg.rf.864c97b3337b787b56a80d66c0a8a4a2.jpg_FIREEXTINGUISHER_78,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram416_jpg.rf.864c97b3337b787b56a80d66c0a8a4a2.jpg,unknown,,
evctmapppevacuation-diagram447_jpg.rf.c564b980454f6606da8ca302dec021a1.jpg,evctmapppevacuation-diagram447_jpg.rf.c564b980454f6606da8ca302dec021a1.jpg_FIREEXTINGUISHER_79,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram447_jpg.rf.c564b980454f6606da8ca302dec021a1.jpg,unknown,,
evctmapppevacuation-diagram447_jpg.rf.f48d5e7f31c9c4bc2667e67c69b1a090.jpg,evctmapppevacuation-diagram447_jpg.rf.f48d5e7f31c9c4bc2667e67c69b1a090.jpg_EXIT_132,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram447_jpg.rf.f48d5e7f31c9c4bc2667e67c69b1a090.jpg,unknown,,
evctmapppevacuation-diagram48_jpg.rf.2bffad77e3e7ca00ac4b6b9f994a3e88.jpg,evctmapppevacuation-diagram48_jpg.rf.2bffad77e3e7ca00ac4b6b9f994a3e88.jpg_FIREEXTINGUISHER_80,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram48_jpg.rf.2bffad77e3e7ca00ac4b6b9f994a3e88.jpg,unknown,,
evctmapppevacuation-diagram48_jpg.rf.f31a811e9170c2c865dc294838691db0.jpg,evctmapppevacuation-diagram48_jpg.rf.f31a811e9170c2c865dc294838691db0.jpg_FIREEXTINGUISHER_81,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram48_jpg.rf.f31a811e9170c2c865dc294838691db0.jpg,unknown,,
evctmapppevacuation-diagram56_jpg.rf.269cb4703292f628bd812e7ef0590971.jpg,evctmapppevacuation-diagram56_jpg.rf.269cb4703292f628bd812e7ef0590971.jpg_FIREEXTINGUISHER_82,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram56_jpg.rf.269cb4703292f628bd812e7ef0590971.jpg,unknown,,
evctmapppevacuation-diagram56_jpg.rf.269cb4703292f628bd812e7ef0590971.jpg,evctmapppevacuation-diagram56_jpg.rf.269cb4703292f628bd812e7ef0590971.jpg_FIREEXTINGUISHER_83,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmapppevacuation-diagram56_jpg.rf.a9047490a9c906a8bac58072df6321db.jpg,evctmapppevacuation-diagram56_jpg.rf.a9047490a9c906a8bac58072df6321db.jpg_FIREEXTINGUISHER_84,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram56_jpg.rf.a9047490a9c906a8bac58072df6321db.jpg,unknown,,
evctmapppevacuation-diagram56_jpg.rf.d373245ec4100cb7027c360b1cd26389.jpg,evctmapppevacuation-diagram56_jpg.rf.d373245ec4100cb7027c360b1cd26389.jpg_FIREEXTINGUISHER_85,FIREEXTINGUISHER,FireExtinguisher Confidence OK,
,evctmapppevacuation-diagram56_jpg.rf.d373245ec4100cb7027c360b1cd26389.jpg,unknown,,
evctmapppevacuation-diagram611_jpg.rf.91f9dec628b81ade54d55d4d277cfc5e.jpg,evctmapppevacuation-diagram611_jpg.rf.91f9dec628b81ade54d55d4d277cfc5e.jpg_FIREEXTINGUISHER_86,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram611_jpg.rf.91f9dec628b81ade54d55d4d277cfc5e.jpg,unknown,,
evctmapppevacuation-diagram693_jpg.rf.49e7543021764a57f51f9b3a7e9ab9b5.jpg,evctmapppevacuation-diagram693_jpg.rf.49e7543021764a57f51f9b3a7e9ab9b5.jpg_EXIT_133,EXIT,,Exit OCR MISSING
,evctmapppevacuation-diagram693_jpg.rf.49e7543021764a57f51f9b3a7e9ab9b5.jpg,unknown,,
evctmapppevacuation-diagram693_jpg.rf.49e7543021764a57f51f9b3a7e9ab9b5.jpg,evctmapppevacuation-diagram693_jpg.rf.49e7543021764a57f51f9b3a7e9ab9b5.jpg_FIREEXTINGUISHER_87,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
evctmapppevacuation-diagram72_jpg.rf.82686074d85e441a3c162c24557e8f9d.jpg,evctmapppevacuation-diagram72_jpg.rf.82686074d85e441a3c162c24557e8f9d.jpg_FIREEXTINGUISHER_88,FIREEXTINGUISHER,,FireExtinguisher Confidence TOO LOW
,evctmapppevacuation-diagram72_jpg.rf.82686074d85e441a3c162c24557e8f9d.jpg,unknown,,
